G_ZCTA,ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
G42071,42071,2018,14606,23.21,17.61,10.06,12.67
G42076,42076,2018,342,12.28,22.22,7.02,11.99
G42078,42078,2018,462,7.36,37.45,15.8,8.44
G42079,42079,2018,775,7.74,34.32,13.68,15.35
G42081,42081,2018,701,12.55,27.1,6.13,25.96
G42082,42082,2018,830,10.24,11.93,16.39,13.61
G42083,42083,2018,196,15.82,18.37,6.63,10.2
G42084,42084,2018,39,0,20.51,33.33,7.69
G42085,42085,2018,383,0.52,33.94,6.27,9.4
G42086,42086,2018,1963,11.31,25.22,13.65,13.86
G42087,42087,2018,871,2.3,28.7,18.6,18.03
G42088,42088,2018,1102,12.61,23.87,13.16,7.89
G42101,42101,2018,29911,10.18,25.47,11.54,13.35
G42102,42102,2018,35,0,100,0,0
G42103,42103,2018,10337,9.29,24.56,16.78,12.55
G42104,42104,2018,16248,14.28,23.47,14.2,11.76
G42120,42120,2018,960,4.9,32.29,21.15,9.58
G42122,42122,2018,2675,11.59,24.15,13.72,14.92
G42123,42123,2018,376,3.99,29.79,11.44,15.16
G42124,42124,2018,9,0,0,0,0
G42127,42127,2018,2800,6.32,37.21,12.18,13.07
G42129,42129,2018,2726,7.12,40.87,11.74,13.61
G42130,42130,2018,127,0,7.09,37.8,15.75
G42133,42133,2018,806,6.2,39.21,5.33,10.05
G42134,42134,2018,8018,5.45,36.42,10.8,12.7
G42140,42140,2018,464,8.41,39.01,12.07,15.73
G42141,42141,2018,13082,8.3,33.5,12.6,12.31
G42151,42151,2018,0,NA,NA,NA,NA
G42153,42153,2018,158,7.59,58.23,6.96,15.19
G42154,42154,2018,198,2.02,64.65,5.56,0
G42156,42156,2018,132,5.3,60.61,7.58,0
G42157,42157,2018,233,3.43,79.83,3.43,0
G42159,42159,2018,858,21.79,29.49,7.11,8.62
G42160,42160,2018,827,14.99,36.28,9.92,9.55
G42163,42163,2018,47,0,0,0,0
G42164,42164,2018,7072,8.94,35.52,12.73,12.85
G42166,42166,2018,1210,2.23,43.8,9.83,16.03
G42167,42167,2018,3299,8.09,41.25,13.61,11.46
G42170,42170,2018,805,5.96,39.63,7.58,8.94
G42171,42171,2018,3375,9.39,26.87,12.41,10.9
G42202,42202,2018,928,4.2,52.37,4.31,4.31
G42204,42204,2018,260,10.38,26.54,4.23,41.15
G42206,42206,2018,2609,6.32,45.84,11.69,12.69
G42207,42207,2018,418,12.68,28.47,22.97,4.78
G42210,42210,2018,1366,15.3,31.99,12.15,9.3
G42211,42211,2018,5318,6.75,29.32,16.43,14.84
G42214,42214,2018,246,16.67,2.85,2.44,17.48
G42215,42215,2018,500,11,41,10,4.4
G42217,42217,2018,1382,6.15,42.33,15.56,13.39
G42220,42220,2018,2761,11.26,35.53,8.8,12.42
G42223,42223,2018,2262,3.18,9.59,19.45,9.2
G42232,42232,2018,387,14.73,7.75,25.58,3.88
G42234,42234,2018,917,7.09,37.4,13.74,10.14
G42236,42236,2018,274,10.58,39.42,15.69,4.01
G42240,42240,2018,15660,10.15,30.07,13.6,10.2
G42254,42254,2018,132,1.52,28.03,23.48,17.42
G42256,42256,2018,1863,12.18,44.23,8.16,10.84
G42259,42259,2018,467,5.14,32.12,17.13,8.35
G42261,42261,2018,4377,9.53,37.9,10.08,6.58
G42262,42262,2018,3448,4,19.66,10.64,15.57
G42265,42265,2018,383,8.88,51.96,15.14,3.39
G42266,42266,2018,772,8.16,31.48,11.14,15.93
G42273,42273,2018,191,5.76,49.74,19.9,14.14
G42274,42274,2018,1091,7.42,29.24,15.12,11.37
G42275,42275,2018,208,11.06,43.75,10.1,20.19
G42276,42276,2018,5356,5.43,34.63,13.76,13.48
G42280,42280,2018,133,14.29,57.14,4.51,4.51
G42285,42285,2018,76,0,57.89,42.11,0
G42286,42286,2018,440,17.5,40,6.82,9.09
G42301,42301,2018,19569,9.14,23.09,15.95,13.39
G42303,42303,2018,18117,7.82,24.89,16.11,11.35
G42320,42320,2018,3310,10.48,34.38,16.22,8.46
G42321,42321,2018,40,0,25,0,0
G42322,42322,2018,0,NA,NA,NA,NA
G42323,42323,2018,223,24.66,43.05,15.7,4.93
G42324,42324,2018,411,16.06,32.36,17.03,5.84
G42325,42325,2018,882,9.07,26.87,12.13,20.07
G42326,42326,2018,158,5.06,80.38,3.8,6.33
G42327,42327,2018,1813,9.05,43.19,18.15,8.6
G42328,42328,2018,489,11.04,43.15,15.54,9.61
G42330,42330,2018,3392,13.24,26.89,7.52,13.03
G42332,42332,2018,67,0,20.9,0,58.21
G42333,42333,2018,735,0,51.29,8.44,21.09
G42337,42337,2018,793,10.09,45.02,8.32,7.57
G42338,42338,2018,11,0,0,0,100
G42339,42339,2018,283,13.43,34.28,16.96,18.37
G42343,42343,2018,525,9.14,34.67,7.43,8.76
G42344,42344,2018,407,1.97,43.98,29.73,12.04
G42345,42345,2018,4371,6.36,29.65,18.03,10.55
G42347,42347,2018,2449,7.64,32.38,17.27,13.88
G42348,42348,2018,2063,7.32,46.68,11.88,9.94
G42349,42349,2018,401,7.98,38.9,9.23,15.46
G42350,42350,2018,600,8.17,36.67,11.83,13.83
G42351,42351,2018,1814,9.54,40.02,12.02,8.88
G42352,42352,2018,811,6.29,39.33,10.73,14.92
G42354,42354,2018,107,5.61,50.47,11.21,16.82
G42355,42355,2018,801,7.37,29.09,11.86,6.74
G42356,42356,2018,8,0,0,0,0
G42361,42361,2018,161,8.7,47.2,3.73,22.98
G42366,42366,2018,3019,8.45,33.79,15.77,13.91
G42367,42367,2018,329,9.73,31.61,12.16,9.12
G42368,42368,2018,620,16.61,41.29,4.52,3.55
G42369,42369,2018,93,3.23,35.48,11.83,6.45
G42370,42370,2018,0,NA,NA,NA,NA
G42371,42371,2018,121,0,30.58,5.79,20.66
G42372,42372,2018,641,6.24,31.05,22.46,15.44
G42374,42374,2018,205,12.68,51.71,0,4.88
G42376,42376,2018,2980,8.96,32.01,10.07,10.77
G42378,42378,2018,1422,3.31,39.52,8.09,13.71
G42404,42404,2018,1022,8.02,46.09,12.62,4.7
G42406,42406,2018,1432,9.5,39.94,12.01,4.12
G42408,42408,2018,2223,4.68,36.17,20.56,8.32
G42409,42409,2018,1032,6.1,36.43,9.3,10.56
G42410,42410,2018,601,4.83,36.44,17.8,9.98
G42411,42411,2018,731,8.76,30.92,10.81,18.33
G42413,42413,2018,1355,10.77,31.44,17.93,9.89
G42420,42420,2018,16561,8.42,28.61,13.8,13.99
G42431,42431,2018,11106,10.16,25.99,19.48,12.16
G42436,42436,2018,536,11.94,42.91,7.09,7.65
G42437,42437,2018,3711,8.41,38.97,17.92,10.83
G42440,42440,2018,345,4.06,23.19,11.59,21.45
G42441,42441,2018,573,8.38,46.6,10.3,8.38
G42442,42442,2018,1301,9.92,29.9,10.84,13.37
G42445,42445,2018,4575,9.2,35.04,11.1,10.03
G42450,42450,2018,1487,3.7,34.7,17.89,11.3
G42451,42451,2018,372,3.76,40.86,37.9,0
G42452,42452,2018,1312,8.61,31.4,14.86,18.9
G42453,42453,2018,257,10.51,31.13,14.01,18.29
G42455,42455,2018,1381,9.27,43.59,15.79,8.54
G42456,42456,2018,443,15.12,44.02,11.96,7.45
G42458,42458,2018,737,4.61,32.43,29.99,8.14
G42459,42459,2018,1631,5.58,38.32,10.18,11.71
G42461,42461,2018,413,1.45,56.9,9.44,16.95
G42462,42462,2018,514,2.72,46.3,16.54,2.72
G42463,42463,2018,15,0,60,13.33,0
G42464,42464,2018,577,9.36,35.53,10.05,5.55
G42501,42501,2018,6102,4.2,22.11,14.18,12
G42503,42503,2018,9875,9.9,18.99,20.94,14.86
G42516,42516,2018,208,18.75,31.73,29.81,5.77
G42518,42518,2018,1119,11.44,29.31,16.71,12.78
G42519,42519,2018,1322,11.57,17.25,12.18,10.82
G42528,42528,2018,443,13.09,44.92,18.51,7.67
G42533,42533,2018,331,11.18,17.82,27.19,7.85
G42539,42539,2018,3408,11.3,33.98,15.29,10.94
G42541,42541,2018,168,13.69,16.07,17.86,18.45
G42544,42544,2018,2117,9.49,34.15,18.47,8.41
G42553,42553,2018,2222,6.8,29.39,17.06,11.48
G42565,42565,2018,118,22.03,22.03,8.47,5.93
G42566,42566,2018,170,11.76,32.94,9.41,0
G42567,42567,2018,2434,3.82,18.53,19.47,15
G42602,42602,2018,3525,10.16,33.02,15.83,8.77
G42603,42603,2018,37,0,21.62,0,54.05
G42629,42629,2018,1698,7.13,22.56,17.2,15.61
G42631,42631,2018,77,27.27,0,0,0
G42633,42633,2018,7012,8.88,32.83,14.96,12.28
G42634,42634,2018,495,6.87,14.95,20.2,13.94
G42635,42635,2018,838,1.43,27.33,9.67,25.66
G42638,42638,2018,0,NA,NA,NA,NA
G42642,42642,2018,4756,9.46,37.3,15.41,11.4
G42647,42647,2018,785,9.04,33.5,10.96,14.52
G42649,42649,2018,711,4.5,10.55,15.33,27.14
G42653,42653,2018,1425,6.88,25.75,15.72,8.63
G42701,42701,2018,23998,8.27,21.14,13.19,12.93
G42712,42712,2018,732,1.09,56.56,9.84,13.52
G42713,42713,2018,798,4.26,43.23,7.89,5.76
G42715,42715,2018,67,19.4,25.37,16.42,22.39
G42716,42716,2018,723,7.75,25.59,19.78,12.59
G42717,42717,2018,2406,10.81,33.29,17.46,12.22
G42718,42718,2018,10283,12.59,26.34,13.6,17.78
G42721,42721,2018,1476,7.52,36.79,12.74,11.86
G42722,42722,2018,173,6.94,22.54,22.54,36.42
G42724,42724,2018,2471,3.72,21.57,15.22,14.77
G42726,42726,2018,2029,10.3,43.27,7.29,10.3
G42728,42728,2018,7182,13.21,31.24,13.99,10.01
G42729,42729,2018,487,9.24,47.02,4.93,14.99
G42731,42731,2018,45,0,44.44,40,0
G42732,42732,2018,892,4.26,32.4,13.45,10.87
G42733,42733,2018,427,30.68,18.27,10.07,10.07
G42740,42740,2018,1002,7.88,23.55,12.38,27.05
G42741,42741,2018,115,25.22,25.22,29.57,15.65
G42743,42743,2018,3739,7.01,34.63,14.5,15.86
G42746,42746,2018,677,17.13,29.39,14.62,13.88
G42748,42748,2018,3962,4.01,34.2,8.61,16.36
G42749,42749,2018,1970,6.45,34.11,16.7,7.51
G42753,42753,2018,273,8.79,56.04,7.69,7.33
G42754,42754,2018,6333,6.79,38.37,14.54,10.44
G42757,42757,2018,1232,11.28,40.18,9.98,7.55
G42758,42758,2018,38,0,81.58,0,0
G42762,42762,2018,133,0,100,0,0
G42764,42764,2018,172,0,51.74,24.42,5.23
G42765,42765,2018,2442,4.63,40.25,7.9,12.65
G42776,42776,2018,1028,6.03,36.38,12.26,15.18
G42782,42782,2018,473,3.17,30.44,17.12,9.51
G42784,42784,2018,924,5.19,28.35,9.85,8.77
G42788,42788,2018,138,0,27.54,44.2,0
G43001,43001,2018,1466,12.55,26.13,7.09,16.1
G43002,43002,2018,2964,7.93,13.66,19.13,8.03
G43003,43003,2018,1452,4.2,26.72,18.73,14.94
G43004,43004,2018,14768,5.83,10.41,15.55,13.61
G43005,43005,2018,139,21.58,5.76,9.35,35.97
G43006,43006,2018,307,3.26,60.26,14.98,5.21
G43008,43008,2018,1135,5.73,16.12,6.87,33.13
G43009,43009,2018,1247,9.62,38.73,12.51,8.82
G43010,43010,2018,117,3.42,23.93,11.11,18.8
G43011,43011,2018,4037,6.37,29.68,10.73,11.3
G43013,43013,2018,427,5.39,32.79,13.58,5.39
G43014,43014,2018,1771,8.24,36.36,16.43,12.37
G43015,43015,2018,28562,11.16,17.66,12.75,11.85
G43016,43016,2018,20037,8.88,14.28,13.94,12.15
G43017,43017,2018,21206,10.05,13.15,12.84,8.34
G43019,43019,2018,4269,9.44,32.49,14.59,9.49
G43021,43021,2018,6288,13.61,12.12,10.97,8.52
G43022,43022,2018,2210,35.11,20.14,5.34,4.71
G43023,43023,2018,6431,22.44,12.81,11.34,12.95
G43025,43025,2018,2630,9.81,21.37,13.84,13.27
G43026,43026,2018,34668,10.61,13.06,14.64,11.38
G43028,43028,2018,3581,10.47,29.27,16.22,8.55
G43029,43029,2018,250,13.6,15.6,9.2,12.4
G43030,43030,2018,56,0,0,0,100
G43031,43031,2018,6910,9.12,23.56,9.64,12.84
G43032,43032,2018,9,0,100,0,0
G43033,43033,2018,150,3.33,16.67,12.67,21.33
G43035,43035,2018,14386,9.06,11.91,14.18,11.64
G43036,43036,2018,122,7.38,33.61,11.48,13.11
G43037,43037,2018,133,0,42.11,1.5,14.29
G43040,43040,2018,16687,6.15,25.56,13.97,10.49
G43044,43044,2018,2370,8.65,28.86,13.12,11.18
G43045,43045,2018,1055,6.45,25.02,11.85,7.58
G43046,43046,2018,1997,5.86,26.54,9.26,14.57
G43050,43050,2018,13048,11.73,27.27,15.65,9.17
G43054,43054,2018,14939,9.49,13.66,15.2,13.58
G43055,43055,2018,28582,6.79,19.51,16.67,12.35
G43056,43056,2018,9415,4.17,23.57,13.89,14.57
G43060,43060,2018,1410,4.54,40.28,11.49,5.25
G43061,43061,2018,2276,11.86,22.72,9.75,5.93
G43062,43062,2018,14758,8.74,15.31,13.5,13.29
G43064,43064,2018,7242,7.71,21.22,12.9,9
G43065,43065,2018,22462,8.9,13.3,13.53,9.92
G43066,43066,2018,789,0.89,12.67,20.15,13.18
G43067,43067,2018,745,7.25,46.98,9.66,2.55
G43068,43068,2018,29250,6.99,12.23,16.37,13.87
G43070,43070,2018,81,0,80.25,0,19.75
G43071,43071,2018,1050,8,38.76,13.62,7.71
G43072,43072,2018,3049,9.35,42.87,14.46,5.84
G43074,43074,2018,6501,11.38,17.4,12.51,11.2
G43076,43076,2018,3992,7.99,24.47,19.51,12.85
G43077,43077,2018,181,4.42,13.26,8.29,19.89
G43078,43078,2018,9112,7.19,37.51,11.37,12.26
G43080,43080,2018,2399,4.79,29.6,11.67,16.51
G43081,43081,2018,34836,10.49,11.61,13.37,10.56
G43082,43082,2018,16979,10.3,11.87,12.38,9.18
G43084,43084,2018,403,1.24,36.23,9.68,12.66
G43085,43085,2018,13871,11.29,10.71,16.03,10.15
G43101,43101,2018,89,5.62,29.21,19.1,12.36
G43102,43102,2018,2247,8.54,23.45,15.98,11.13
G43103,43103,2018,5750,8.3,23.2,12.02,9.53
G43105,43105,2018,3588,9.89,18.39,13.71,11.54
G43106,43106,2018,703,8.68,38.98,8.82,4.41
G43107,43107,2018,1537,9.5,26.74,14.9,16.46
G43109,43109,2018,36,5.56,27.78,8.33,13.89
G43110,43110,2018,20544,6.26,11.95,17.4,15.2
G43111,43111,2018,127,4.72,16.54,25.98,11.02
G43112,43112,2018,2336,14.51,18.62,10.36,12.59
G43113,43113,2018,10825,7.88,20.3,18.22,15.55
G43115,43115,2018,619,4.68,37.16,18.58,13.25
G43116,43116,2018,783,6.9,16.99,15.07,11.11
G43117,43117,2018,24,0,0,0,0
G43119,43119,2018,15518,6.5,16.82,11.21,12.89
G43123,43123,2018,33770,8.37,16.55,14.58,12.56
G43125,43125,2018,7287,7.75,16.87,10.84,10.59
G43126,43126,2018,206,2.91,26.21,15.05,7.77
G43127,43127,2018,144,0,33.33,28.47,0
G43128,43128,2018,1143,14.26,27.56,6.65,12.6
G43130,43130,2018,26527,6.92,22.71,17.42,14.48
G43135,43135,2018,1628,7.19,31.02,12.59,11.06
G43136,43136,2018,348,8.33,16.09,17.24,12.64
G43137,43137,2018,1015,5.22,15.76,10.64,2.46
G43138,43138,2018,8159,12.05,24.01,17.17,13.1
G43140,43140,2018,9815,7.26,27.02,16.16,10.58
G43142,43142,2018,39,5.13,28.21,7.69,7.69
G43143,43143,2018,2801,4.18,29.53,13.21,12.25
G43144,43144,2018,134,6.72,15.67,19.4,26.12
G43145,43145,2018,959,8.86,34.62,14.29,9.7
G43146,43146,2018,4263,7.44,22.03,10.98,8.89
G43147,43147,2018,20859,10.96,13.36,14.8,11.32
G43148,43148,2018,1214,4.28,25.62,9.72,12.27
G43149,43149,2018,1147,5.58,27.46,15.43,19.18
G43150,43150,2018,1020,14.02,29.9,14.71,8.04
G43151,43151,2018,159,8.18,20.13,16.35,11.32
G43152,43152,2018,331,3.93,23.26,18.43,9.97
G43153,43153,2018,362,6.63,36.46,9.94,10.22
G43154,43154,2018,1496,6.28,27.34,18.38,9.29
G43155,43155,2018,1442,6.73,11.23,18.1,10.96
G43156,43156,2018,121,0.83,48.76,4.13,12.4
G43157,43157,2018,239,3.77,20.92,14.23,11.3
G43158,43158,2018,125,0,31.2,12,30.4
G43160,43160,2018,9505,8.02,28.68,13.79,16.34
G43162,43162,2018,3388,4.96,28.54,10.95,10.86
G43164,43164,2018,972,6.28,34.98,17.08,5.76
G43201,43201,2018,20780,18.95,7.38,11.18,12.09
G43202,43202,2018,14177,18.02,9.75,12.1,8.42
G43203,43203,2018,3444,8.3,9.55,17.86,12.43
G43204,43204,2018,19635,7.27,16.57,11.25,13.36
G43205,43205,2018,5873,9.59,10.42,16.91,13.55
G43206,43206,2018,12272,7.68,11.38,16.46,11.88
G43207,43207,2018,20904,4.76,18.08,12.82,14.06
G43209,43209,2018,14935,14.92,7.39,17.76,10.49
G43210,43210,2018,4457,39.47,4.55,6.73,11.49
G43211,43211,2018,8500,4.62,14.73,21.69,13.99
G43212,43212,2018,14475,15.79,9.68,15.65,9.26
G43213,43213,2018,15607,3.45,15.03,16.93,13.27
G43214,43214,2018,15696,14.21,8.58,16.69,9.4
G43215,43215,2018,10757,10.84,7.65,14.48,10.73
G43217,43217,2018,1042,2.69,11.42,10.08,22.17
G43219,43219,2018,13411,6.62,9.79,19.07,11.78
G43220,43220,2018,14580,15.89,8.71,17.37,8.45
G43221,43221,2018,18012,14.99,10.13,16.63,7.87
G43222,43222,2018,1494,6.09,10.78,11.91,15.8
G43223,43223,2018,8922,5.21,15.6,13.36,15.69
G43224,43224,2018,20501,7.06,14.43,16.78,13.29
G43227,43227,2018,10830,5.34,11.9,15.76,14.01
G43228,43228,2018,26897,6.29,16.97,12.79,12.05
G43229,43229,2018,27508,6.11,15.68,20.08,12.75
G43230,43230,2018,33154,9.04,11.62,14.69,14.35
G43231,43231,2018,11105,6.09,11.4,18.77,12.18
G43232,43232,2018,21860,5.46,13.12,17.84,10.78
G43235,43235,2018,23937,11.52,11.89,15.22,10.7
G43240,43240,2018,2612,7.24,16.19,14.85,8.73
G43302,43302,2018,20972,6.57,28.86,16.42,11.86
G43310,43310,2018,1336,3.22,40.42,6.51,11.75
G43311,43311,2018,9020,5.29,34.48,12.01,10.33
G43314,43314,2018,1648,8.25,36.59,10.92,9.71
G43315,43315,2018,3769,7.8,29.77,16.98,10.59
G43316,43316,2018,3157,8.08,45.14,12.54,8.49
G43317,43317,2018,41,9.76,46.34,9.76,7.32
G43318,43318,2018,2010,8.96,49.85,11.54,5.82
G43319,43319,2018,453,0,34,16.34,12.58
G43320,43320,2018,843,5.1,23.37,19.1,15.42
G43321,43321,2018,115,1.74,26.09,17.39,11.3
G43322,43322,2018,142,3.52,28.87,21.13,8.45
G43323,43323,2018,334,6.59,49.4,5.99,8.68
G43324,43324,2018,1617,8.97,36.67,7.67,8.16
G43326,43326,2018,5826,8,37.04,8.62,12.62
G43330,43330,2018,59,0,33.9,18.64,6.78
G43331,43331,2018,2003,3,41.39,9.74,11.48
G43332,43332,2018,677,9.01,41.65,7.09,9.01
G43333,43333,2018,181,0,54.14,2.76,0
G43334,43334,2018,3130,4.54,20.99,11.02,14.31
G43336,43336,2018,0,NA,NA,NA,NA
G43337,43337,2018,508,0.98,34.06,17.32,9.25
G43338,43338,2018,4910,6.15,31.26,15.99,9.74
G43340,43340,2018,778,12.34,42.03,15.04,2.06
G43341,43341,2018,375,4,37.87,14.93,26.4
G43342,43342,2018,1380,4.71,35.51,19.78,11.74
G43343,43343,2018,463,4.1,52.92,7.99,8.86
G43344,43344,2018,2902,3.41,29.63,12.44,13.92
G43345,43345,2018,397,7.05,47.1,10.83,7.56
G43347,43347,2018,724,3.31,46.96,13.12,11.19
G43348,43348,2018,716,3.35,30.59,13.13,12.43
G43351,43351,2018,4685,8.22,35.65,15.5,9.11
G43356,43356,2018,671,5.37,21.61,25.93,7.15
G43357,43357,2018,1928,6.85,45.85,13.49,6.22
G43358,43358,2018,1363,6.75,42.92,9.54,8.88
G43359,43359,2018,420,1.9,50.48,8.81,13.57
G43360,43360,2018,798,2.88,39.35,14.29,5.39
G43402,43402,2018,18987,19.68,20.59,11.18,10.73
G43403,43403,2018,2868,16.28,4.08,4.43,17.4
G43406,43406,2018,838,6.68,35.8,13.25,10.86
G43407,43407,2018,350,9.43,42.57,15.14,2.86
G43408,43408,2018,122,9.84,27.05,15.57,9.84
G43410,43410,2018,5015,5.06,42.03,10.97,8.95
G43412,43412,2018,2208,5.98,35.24,15.9,6.7
G43413,43413,2018,729,8.37,48.15,7.41,8.09
G43416,43416,2018,1364,10.78,32.48,15.98,7.7
G43420,43420,2018,13813,5.99,38.23,13.64,9.89
G43430,43430,2018,2000,4.95,29.75,15.05,10
G43431,43431,2018,2314,8.9,34.01,10.63,9.98
G43432,43432,2018,749,9.75,37.12,15.49,4.81
G43433,43433,2018,72,38.89,0,0,12.5
G43434,43434,2018,35,5.71,25.71,22.86,0
G43435,43435,2018,714,2.8,44.96,14.71,10.22
G43437,43437,2018,288,5.9,29.86,19.79,10.07
G43438,43438,2018,69,0,14.49,4.35,24.64
G43439,43439,2018,26,0,65.38,0,0
G43440,43440,2018,2128,9.12,26.88,10.29,12.59
G43442,43442,2018,481,5.2,42.41,12.89,10.6
G43443,43443,2018,1042,12,23.7,14.59,7.97
G43445,43445,2018,698,10.74,39.97,14.47,2.44
G43446,43446,2018,36,11.11,22.22,5.56,22.22
G43447,43447,2018,1690,9.41,32.07,17.87,9.29
G43449,43449,2018,3779,5.82,32.02,20.77,7.86
G43450,43450,2018,1717,11.24,29.12,12.81,8.97
G43451,43451,2018,733,11.32,34.52,10.64,11.87
G43452,43452,2018,6510,8.23,26.73,14.18,11.72
G43456,43456,2018,146,0,8.22,10.96,8.22
G43457,43457,2018,701,7.85,36.23,11.84,13.27
G43458,43458,2018,239,1.67,29.29,17.99,4.6
G43460,43460,2018,3509,10.57,23.85,13.94,13.28
G43462,43462,2018,600,11.17,31.33,18,4.17
G43463,43463,2018,19,0,47.37,0,0
G43464,43464,2018,670,10.9,38.06,12.69,5.67
G43465,43465,2018,2651,8.03,33.57,13.32,11.62
G43466,43466,2018,1119,10.46,31.19,10.01,12.15
G43467,43467,2018,38,7.89,36.84,13.16,21.05
G43468,43468,2018,146,16.44,26.71,39.04,0
G43469,43469,2018,1462,8.14,33.38,23.67,8.07
G43501,43501,2018,318,8.49,36.16,4.4,9.75
G43502,43502,2018,3269,5.84,34.2,12.42,9.79
G43504,43504,2018,592,2.87,29.56,22.3,9.29
G43505,43505,2018,25,4,32,32,0
G43506,43506,2018,6838,7.12,39.56,9.8,12.12
G43511,43511,2018,516,2.71,36.43,9.11,1.36
G43512,43512,2018,13738,8.42,33.4,12.05,12.05
G43515,43515,2018,4016,6.47,29.48,17.41,7.64
G43516,43516,2018,1237,9.22,39.29,9.05,6.95
G43517,43517,2018,2031,6.3,40.18,19.05,12.65
G43518,43518,2018,1175,7.83,42.72,12.34,9.7
G43519,43519,2018,139,9.35,55.4,23.02,0
G43521,43521,2018,1294,4.79,53.17,9.89,12.36
G43522,43522,2018,1734,8.94,28.66,16.55,12
G43523,43523,2018,0,NA,NA,NA,NA
G43524,43524,2018,645,10.85,34.26,13.49,4.19
G43525,43525,2018,559,17.71,18.96,8.94,11.27
G43526,43526,2018,3069,7.98,34.41,12.51,5.34
G43527,43527,2018,927,9.6,38.83,15.64,7.87
G43528,43528,2018,7877,8.53,22.1,17.85,11.97
G43529,43529,2018,164,1.22,46.34,11.59,3.05
G43531,43531,2018,214,0,25.23,0,0
G43532,43532,2018,2023,5.44,31.74,18.49,13.84
G43533,43533,2018,955,5.55,26.49,20.63,12.36
G43534,43534,2018,798,3.63,37.59,14.91,12.03
G43535,43535,2018,410,8.29,33.9,14.39,7.8
G43536,43536,2018,91,0,56.04,15.38,28.57
G43537,43537,2018,14089,8.5,21.68,17.27,8.94
G43540,43540,2018,711,6.61,40.93,15.19,9
G43541,43541,2018,77,15.58,37.66,2.6,14.29
G43542,43542,2018,2056,13.57,39.4,15.81,7.64
G43543,43543,2018,3854,6.93,45.3,9.31,13.88
G43545,43545,2018,6787,7.82,37.28,16.66,9.62
G43547,43547,2018,119,5.88,32.77,12.61,22.69
G43548,43548,2018,296,11.82,50.68,7.09,8.78
G43549,43549,2018,658,6.08,46.66,13.83,7.14
G43551,43551,2018,19965,14.57,25.17,14.13,9.83
G43553,43553,2018,80,2.5,26.25,11.25,40
G43554,43554,2018,1271,8.1,40.36,8.65,10.7
G43555,43555,2018,158,0,33.54,13.29,0
G43556,43556,2018,802,6.86,40.02,13.72,11.6
G43557,43557,2018,1289,3.8,42.67,13.96,8.69
G43558,43558,2018,6313,6.75,26.49,13.45,13.32
G43560,43560,2018,15899,12.25,18.28,20.74,10.08
G43565,43565,2018,279,7.89,29.03,11.47,14.34
G43566,43566,2018,4049,8.97,28.6,17.19,8.97
G43567,43567,2018,6798,6.62,39.57,17.7,7.56
G43569,43569,2018,1486,7.6,35.06,10.03,8.82
G43570,43570,2018,1582,5.44,46.97,12.07,12.07
G43571,43571,2018,3694,11.02,20.22,16.59,12.89
G43604,43604,2018,2666,6.49,16.02,21.76,7.31
G43605,43605,2018,9752,2.8,28.5,14.43,11.85
G43606,43606,2018,11628,14.31,15.88,19.67,9.84
G43607,43607,2018,8679,10.83,15.83,22.13,10.19
G43608,43608,2018,4674,2.61,27.86,22.19,10.1
G43609,43609,2018,8570,4.99,21.88,13.3,13.15
G43610,43610,2018,1802,8.88,20.53,18.87,14.65
G43611,43611,2018,7935,5.51,28.99,18.74,9.39
G43612,43612,2018,13971,5.59,25.57,17.23,10.03
G43613,43613,2018,16942,7.87,23.8,17.09,15.26
G43614,43614,2018,15434,8.44,16.87,18.03,9.84
G43615,43615,2018,19505,9.19,18.63,16.7,16.3
G43616,43616,2018,10201,7.36,25.64,16.61,10.84
G43617,43617,2018,3618,15.23,19.29,16.94,8.79
G43619,43619,2018,3689,7.32,20.28,16.07,14.75
G43620,43620,2018,2059,9.66,14.62,24.28,7.14
G43623,43623,2018,10295,8.09,19.13,16.66,13.55
G43701,43701,2018,24093,7.81,20.58,17.6,16.66
G43711,43711,2018,33,0,0,100,0
G43713,43713,2018,2737,10.45,27.44,20.42,12.71
G43716,43716,2018,524,7.82,33.4,11.07,14.31
G43717,43717,2018,79,2.53,36.71,20.25,7.59
G43718,43718,2018,1431,5.94,26.69,19.08,10.97
G43719,43719,2018,1222,10.8,17.43,15.71,11.95
G43720,43720,2018,512,3.52,23.24,8.79,15.82
G43721,43721,2018,0,NA,NA,NA,NA
G43722,43722,2018,118,8.47,16.95,24.58,8.47
G43723,43723,2018,2096,7.35,29.15,14.74,9.92
G43724,43724,2018,2650,10.15,22.94,14.23,11.32
G43725,43725,2018,8010,6.8,26.74,19.68,11.55
G43727,43727,2018,615,10.24,36.75,13.33,7.97
G43728,43728,2018,493,6.9,36.71,22.11,6.29
G43730,43730,2018,905,14.92,34.48,15.8,8.62
G43731,43731,2018,2082,8.26,27.14,21.09,18.11
G43732,43732,2018,701,10.13,29.67,3.85,9.56
G43733,43733,2018,0,NA,NA,NA,NA
G43734,43734,2018,773,4.92,34.54,17.21,10.09
G43735,43735,2018,232,2.59,33.19,0,9.05
G43736,43736,2018,12,0,66.67,16.67,0
G43738,43738,2018,40,0,40,27.5,0
G43739,43739,2018,1148,6.88,31.53,11.76,11.24
G43740,43740,2018,124,4.84,36.29,20.16,5.65
G43746,43746,2018,498,4.22,23.49,10.84,18.07
