G_COUNTYFP,COUNTYFP,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
G48445,48445,0.91,0.91,0.97,0.95,0.99
G48479,48479,0.9,0.61,1,0.85,0.95
G48489,48489,1,0.83,0.99,0.84,0.99
G53001,53001,0.93,0.6,0.99,0.89,0.96
G54047,54047,0.99,0.61,0.32,0.93,0.9
G01085,01085,0.97,0.98,0.54,0.5,0.92
G02158,02158,0.99,0.59,0.87,0.68,0.93
G06025,06025,0.99,0.78,1,0.99,1
G12049,12049,0.91,0.59,0.95,0.99,0.98
G12051,12051,0.97,0.7,0.99,0.99,0.99
G13037,13037,0.99,0.37,0.87,0.98,0.98
G13265,13265,0.97,0.89,0.49,0.69,0.91
G22065,22065,0.99,0.65,0.57,0.99,0.97
G28055,28055,0.99,0.13,0.56,1,0.95
G28123,28123,0.94,0.98,0.93,0.77,0.98
G28135,28135,1,0.42,0.88,0.95,0.97
G28157,28157,0.99,0.65,0.53,0.82,0.92
G35031,35031,1,0.88,0.95,0.83,0.99
G36005,36005,0.97,0.75,1,0.97,0.99
G37079,37079,0.98,0.8,0.94,0.98,0.99
G45069,45069,0.98,0.82,0.78,0.98,0.99
G46121,46121,0.99,0.52,0.72,0.95,0.96
G46137,46137,0.96,0.57,0.71,0.97,0.95
G48047,48047,1,0.97,0.99,0.99,1
G48229,48229,0.98,0.81,1,0.79,0.98
G48323,48323,0.99,0.84,1,0.62,0.97
G48427,48427,1,0.93,1,0.55,0.98
G28021,28021,0.99,0.54,0.68,1,0.99
G45005,45005,0.98,0.86,0.67,1,0.99
G46102,46102,1,0.79,0.89,0.99,0.99
G48131,48131,0.98,1,0.98,0.9,1
G48505,48505,1,0.95,1,0.7,0.99
G48507,48507,0.98,0.99,0.99,0.93,1
G48127,48127,0.99,0.99,0.99,0.93,1
G48247,48247,0.98,1,0.98,0.49,0.99
